TRAFFIC LIGHTS: 000100
1552543500 000085 0248
1552543500 000086 0012
1552543500 000087 0160
1552543500 000088 0011
1552543500 000089 0158
1552543500 000090 0137
1552543500 000091 0088
1552543500 000092 0237
1552543500 000093 0156
1552543500 000094 0193
1552543500 000095 0150
1552543500 000096 0072
1552543500 000097 0129
1552543500 000098 0292
1552543500 000099 0171
1552543500 000100 0199
1552543800 000001 0266
1552543800 000002 0111
1552543800 000003 0098
1552543800 000004 0020
1552543800 000005 0162
1552543800 000006 0258
1552543800 000007 0263
1552543800 000008 0059
1552543800 000009 0141
1552543800 000010 0014
1552543800 000011 0138
1552543800 000012 0178
1552543800 000013 0264
1552543800 000014 0283
1552543800 000015 0105
1552543800 000016 0234
1552543800 000017 0257
1552543800 000018 0124
1552543800 000019 0113
1552543800 000020 0206
1552543800 000021 0227
1552543800 000022 0188
1552543800 000023 0292
1552543800 000024 0287
1552543800 000025 0020
1552543800 000026 0047
1552543800 000027 0231
1552543800 000028 0061
1552543800 000029 0201
1552543800 000030 0141
1552543800 000031 0067
1552543800 000032 0044
1552543800 000033 0041
1552543800 000034 0154
1552543800 000035 0025
1552543800 000036 0169
1552543800 000037 0030
1552543800 000038 0035
1552543800 000039 0266
1552543800 000040 0009
1552543800 000041 0152
1552543800 000042 0208
1552543800 000043 0118
1552543800 000044 0217
1552543800 000045 0216
1552543800 000046 0151
1552543800 000047 0160
1552543800 000048 0084
1552543800 000049 0297
1552543800 000050 0208
1552543800 000051 0051
1552543800 000052 0267
1552543800 000053 0108
1552543800 000054 0285
1552543800 000055 0288
1552543800 000056 0172
1552543800 000057 0137
1552543800 000058 0103
1552543800 000059 0180
1552543800 000060 0285
1552543800 000061 0291
1552543800 000062 0286
1552543800 000063 0080
1552543800 000064 0017
1552543800 000065 0080
1552543800 000066 0037
1552543800 000067 0278
1552543800 000068 0218
1552543800 000069 0243
1552543800 000070 0134
1552543800 000071 0089
1552543800 000072 0069
1552543800 000073 0270
1552543800 000074 0277
1552543800 000075 0063
1552543800 000076 0292
1552543800 000077 0171
1552543800 000078 0162
1552543800 000079 0201
1552543800 000080 0287
1552543800 000081 0201
1552543800 000082 0152
1552543800 000083 0104
1552543800 000084 0200
1552543800 000085 0198
1552543800 000086 0039
1552543800 000087 0172
1552543800 000088 0254
1552543800 000089 0176
1552543800 000090 0250
1552543800 000091 0030
1552543800 000092 0168
1552543800 000093 0093
1552543800 000094 0078
1552543800 000095 0214
1552543800 000096 0238
1552543800 000097 0075
1552543800 000098 0069
1552543800 000099 0257
1552543800 000100 0097
1552544100 000001 0112
1552544100 000002 0038
1552544100 000003 0159
1552544100 000004 0112
1552544100 000005 0205
1552544100 000006 0276
1552544100 000007 0264
1552544100 000008 0189
1552544100 000009 0053
1552544100 000010 0065
1552544100 000011 0079
1552544100 000012 0257
1552544100 000013 0025
1552544100 000014 0153
1552544100 000015 0008
1552544100 000016 0183
1552544100 000017 0061
1552544100 000018 0183
1552544100 000019 0170
1552544100 000020 0079
1552544100 000021 0125
1552544100 000022 0111
1552544100 000023 0292
1552544100 000024 0162
1552544100 000025 0033
1552544100 000026 0261
1552544100 000027 0198
1552544100 000028 0047
1552544100 000029 0174
1552544100 000030 0033
1552544100 000031 0074
1552544100 000032 0230
1552544100 000033 0286
1552544100 000034 0296
1552544100 000035 0000
1552544100 000036 0088
1552544100 000037 0222
1552544100 000038 0270
1552544100 000039 0021
1552544100 000040 0098
1552544100 000041 0126
1552544100 000042 0264
1552544100 000043 0135
1552544100 000044 0119
1552544100 000045 0076
1552544100 000046 0047
1552544100 000047 0113
1552544100 000048 0123
1552544100 000049 0229
1552544100 000050 0073
1552544100 000051 0004
1552544100 000052 0209
1552544100 000053 0060
1552544100 000054 0123
1552544100 000055 0159
1552544100 000056 0191
1552544100 000057 0240
1552544100 000058 0069
1552544100 000059 0287
1552544100 000060 0161
1552544100 000061 0244
1552544100 000062 0118
1552544100 000063 0118
1552544100 000064 0239
1552544100 000065 0185
1552544100 000066 0107
1552544100 000067 0265
1552544100 000068 0167
1552544100 000069 0141
1552544100 000070 0262
1552544100 000071 0015
1552544100 000072 0170
1552544100 000073 0121
1552544100 000074 0221
1552544100 000075 0007
1552544100 000076 0253
1552544100 000077 0016
1552544100 000078 0209
1552544100 000079 0149
1552544100 000080 0027
1552544100 000081 0073
1552544100 000082 0156
1552544100 000083 0290
1552544100 000084 0186
1552544100 000085 0241
1552544100 000086 0226
1552544100 000087 0230
1552544100 000088 0239
1552544100 000089 0050
1552544100 000090 0191
1552544100 000091 0037
1552544100 000092 0282
1552544100 000093 0175
1552544100 000094 0124
1552544100 000095 0124
1552544100 000096 0217
1552544100 000097 0129
1552544100 000098 0132
1552544100 000099 0101
1552544100 000100 0268
1552544400 000001 0265
1552544400 000002 0197
1552544400 000003 0137
1552544400 000004 0124
1552544400 000005 0140
1552544400 000006 0223
1552544400 000007 0097
1552544400 000008 0084
1552544400 000009 0123
1552544400 000010 0192
1552544400 000011 0187
1552544400 000012 0169
1552544400 000013 0234
1552544400 000014 0105
1552544400 000015 0070
1552544400 000016 0105
1552544400 000017 0115
1552544400 000018 0067
1552544400 000019 0221
1552544400 000020 0090
1552544400 000021 0231
1552544400 000022 0178
1552544400 000023 0093
1552544400 000024 0060
1552544400 000025 0269
1552544400 000026 0050
1552544400 000027 0268
1552544400 000028 0084
1552544400 000029 0246
1552544400 000030 0186
1552544400 000031 0248
1552544400 000032 0090
1552544400 000033 0251
1552544400 000034 0026
1552544400 000035 0187
1552544400 000036 0014
1552544400 000037 0021
1552544400 000038 0280
1552544400 000039 0065
1552544400 000040 0286
1552544400 000041 0098
1552544400 000042 0019
1552544400 000043 0112
1552544400 000044 0020
1552544400 000045 0289
1552544400 000046 0179
1552544400 000047 0254
1552544400 000048 0237
1552544400 000049 0119
1552544400 000050 0203
1552544400 000051 0288
1552544400 000052 0065
1552544400 000053 0090
1552544400 000054 0299
1552544400 000055 0030
1552544400 000056 0229
1552544400 000057 0223
1552544400 000058 0012
1552544400 000059 0143
1552544400 000060 0065
1552544400 000061 0227
1552544400 000062 0046
1552544400 000063 0078
1552544400 000064 0083
1552544400 000065 0212
1552544400 000066 0010
1552544400 000067 0281
1552544400 000068 0087
1552544400 000069 0205
1552544400 000070 0161
1552544400 000071 0233
1552544400 000072 0185
1552544400 000073 0261
1552544400 000074 0255
1552544400 000075 0055
1552544400 000076 0052
1552544400 000077 0015
1552544400 000078 0067
1552544400 000079 0273
1552544400 000080 0008
1552544400 000081 0137
1552544400 000082 0229
1552544400 000083 0168
1552544400 000084 0010
1552544400 000085 0205
1552544400 000086 0121
1552544400 000087 0252
1552544400 000088 0203
1552544400 000089 0149
1552544400 000090 0028
1552544400 000091 0148
1552544400 000092 0074
1552544400 000093 0106
1552544400 000094 0008
1552544400 000095 0120
1552544400 000096 0078
1552544400 000097 0278
1552544400 000098 0049
1552544400 000099 0212
1552544400 000100 0227
1552544700 000001 0203
1552544700 000002 0221
1552544700 000003 0119
1552544700 000004 0219
1552544700 000005 0051
1552544700 000006 0107
1552544700 000007 0288
1552544700 000008 0265
1552544700 000009 0299
1552544700 000010 0044
1552544700 000011 0156
1552544700 000012 0257
1552544700 000013 0113
1552544700 000014 0050
1552544700 000015 0076
1552544700 000016 0174
1552544700 000017 0086
1552544700 000018 0026
1552544700 000019 0056
1552544700 000020 0112
1552544700 000021 0246
1552544700 000022 0255
1552544700 000023 0032
1552544700 000024 0168
1552544700 000025 0049
1552544700 000026 0095
1552544700 000027 0201
1552544700 000028 0123
1552544700 000029 0097
1552544700 000030 0282
1552544700 000031 0047
1552544700 000032 0214
1552544700 000033 0265
1552544700 000034 0177
1552544700 000035 0135
1552544700 000036 0010
1552544700 000037 0062
1552544700 000038 0088
1552544700 000039 0296
1552544700 000040 0062
1552544700 000041 0156
1552544700 000042 0211
1552544700 000043 0226
1552544700 000044 0240
1552544700 000045 0039
1552544700 000046 0041
1552544700 000047 0204
1552544700 000048 0006
1552544700 000049 0050
1552544700 000050 0194
1552544700 000051 0137
1552544700 000052 0238
1552544700 000053 0068
1552544700 000054 0264
1552544700 000055 0117
1552544700 000056 0164
1552544700 000057 0061
1552544700 000058 0184
1552544700 000059 0242
1552544700 000060 0046
1552544700 000061 0075
1552544700 000062 0190
1552544700 000063 0171
1552544700 000064 0296
1552544700 000065 0105
1552544700 000066 0168
1552544700 000067 0087
1552544700 000068 0197
1552544700 000069 0072
1552544700 000070 0186
1552544700 000071 0177
1552544700 000072 0246
1552544700 000073 0277
1552544700 000074 0259
1552544700 000075 0135
1552544700 000076 0125
1552544700 000077 0295
1552544700 000078 0191
1552544700 000079 0189
1552544700 000080 0253
1552544700 000081 0017
1552544700 000082 0126
1552544700 000083 0247
1552544700 000084 0108
1552544700 000085 0153
1552544700 000086 0092
1552544700 000087 0241
1552544700 000088 0112
1552544700 000089 0050
1552544700 000090 0246
1552544700 000091 0158
1552544700 000092 0259
1552544700 000093 0102
1552544700 000094 0296
1552544700 000095 0275
1552544700 000096 0085
1552544700 000097 0081
1552544700 000098 0091
1552544700 000099 0245
1552544700 000100 0164
1552545000 000001 0182
1552545000 000002 0260
1552545000 000003 0242
1552545000 000004 0282
1552545000 000005 0087
1552545000 000006 0169
1552545000 000007 0295
1552545000 000008 0200
1552545000 000009 0080
1552545000 000010 0088
1552545000 000011 0214
1552545000 000012 0290
1552545000 000013 0274
1552545000 000014 0114
1552545000 000015 0271
1552545000 000016 0066
1552545000 000017 0094
1552545000 000018 0090
1552545000 000019 0284
1552545000 000020 0262
1552545000 000021 0291
1552545000 000022 0010
1552545000 000023 0093
1552545000 000024 0190
1552545000 000025 0120
1552545000 000026 0029
1552545000 000027 0163
1552545000 000028 0193
1552545000 000029 0247
1552545000 000030 0033
1552545000 000031 0204
1552545000 000032 0247
1552545000 000033 0076
1552545000 000034 0247
1552545000 000035 0172
1552545000 000036 0135
1552545000 000037 0182
1552545000 000038 0017
1552545000 000039 0283
1552545000 000040 0233
1552545000 000041 0115
1552545000 000042 0267
1552545000 000043 0071
1552545000 000044 0099
1552545000 000045 0115
1552545000 000046 0041
1552545000 000047 0184
1552545000 000048 0139
1552545000 000049 0103
1552545000 000050 0244
1552545000 000051 0004
1552545000 000052 0129
1552545000 000053 0065
1552545000 000054 0023
1552545000 000055 0051
1552545000 000056 0015
1552545000 000057 0059
1552545000 000058 0024
1552545000 000059 0051
1552545000 000060 0064
1552545000 000061 0264
1552545000 000062 0139
1552545000 000063 0225
1552545000 000064 0097
1552545000 000065 0194
1552545000 000066 0254
1552545000 000067 0269
1552545000 000068 0169
1552545000 000069 0094
1552545000 000070 0194
1552545000 000071 0298
1552545000 000072 0208
1552545000 000073 0172
1552545000 000074 0101
1552545000 000075 0101
1552545000 000076 0087
1552545000 000077 0234
1552545000 000078 0012
1552545000 000079 0026
1552545000 000080 0069
1552545000 000081 0111
1552545000 000082 0018
1552545000 000083 0107
1552545000 000084 0025
1552545000 000085 0125
1552545000 000086 0098
1552545000 000087 0101
1552545000 000088 0058
1552545000 000089 0268
1552545000 000090 0026
1552545000 000091 0268
1552545000 000092 0075
1552545000 000093 0227
1552545000 000094 0077
1552545000 000095 0291
1552545000 000096 0048
1552545000 000097 0260
1552545000 000098 0098
1552545000 000099 0208
1552545000 000100 0016
1552545300 000001 0023
1552545300 000002 0125
1552545300 000003 0141
1552545300 000004 0026
1552545300 000005 0111
1552545300 000006 0237
1552545300 000007 0251
1552545300 000008 0297
1552545300 000009 0128
1552545300 000010 0158
1552545300 000011 0229
1552545300 000012 0015
1552545300 000013 0072
1552545300 000014 0249
1552545300 000015 0072
1552545300 000016 0197
1552545300 000017 0253
1552545300 000018 0130
1552545300 000019 0102
1552545300 000020 0095
1552545300 000021 0050
1552545300 000022 0086
1552545300 000023 0285
1552545300 000024 0264
1552545300 000025 0138
1552545300 000026 0006
1552545300 000027 0150
1552545300 000028 0183
1552545300 000029 0085
1552545300 000030 0270
1552545300 000031 0009
1552545300 000032 0037
1552545300 000033 0208
1552545300 000034 0217
1552545300 000035 0167
1552545300 000036 0265
1552545300 000037 0043
1552545300 000038 0296
1552545300 000039 0049
1552545300 000040 0071
1552545300 000041 0001
1552545300 000042 0068
1552545300 000043 0090
1552545300 000044 0149
1552545300 000045 0256
1552545300 000046 0281
1552545300 000047 0228
1552545300 000048 0259
1552545300 000049 0041
1552545300 000050 0045
1552545300 000051 0279
1552545300 000052 0283
1552545300 000053 0027
1552545300 000054 0061
1552545300 000055 0286
1552545300 000056 0076
1552545300 000057 0199
1552545300 000058 0210
1552545300 000059 0078
1552545300 000060 0299
1552545300 000061 0034
1552545300 000062 0235
1552545300 000063 0173
1552545300 000064 0226
1552545300 000065 0290
1552545300 000066 0075
1552545300 000067 0100
1552545300 000068 0194
1552545300 000069 0102
1552545300 000070 0273
1552545300 000071 0103
1552545300 000072 0116
1552545300 000073 0221
1552545300 000074 0054
1552545300 000075 0264
1552545300 000076 0260
1552545300 000077 0220
1552545300 000078 0297
1552545300 000079 0046
1552545300 000080 0086
1552545300 000081 0147
1552545300 000082 0188
1552545300 000083 0046
1552545300 000084 0024
1552545300 000085 0073
1552545300 000086 0251
1552545300 000087 0200
1552545300 000088 0216
1552545300 000089 0083
1552545300 000090 0063
1552545300 000091 0280
1552545300 000092 0242
1552545300 000093 0259
1552545300 000094 0229
1552545300 000095 0275
1552545300 000096 0013
1552545300 000097 0181
1552545300 000098 0190
1552545300 000099 0084
1552545300 000100 0090
1552545600 000001 0206
1552545600 000002 0037
1552545600 000003 0030
1552545600 000004 0136
1552545600 000005 0131
1552545600 000006 0183
1552545600 000007 0204
1552545600 000008 0186
1552545600 000009 0276
1552545600 000010 0258
1552545600 000011 0174
1552545600 000012 0022
1552545600 000013 0270
1552545600 000014 0229
1552545600 000015 0153
1552545600 000016 0276
1552545600 000017 0153
1552545600 000018 0295
1552545600 000019 0066
1552545600 000020 0054
1552545600 000021 0266
1552545600 000022 0027
1552545600 000023 0287
1552545600 000024 0009
1552545600 000025 0264
1552545600 000026 0099
1552545600 000027 0071
1552545600 000028 0152
1552545600 000029 0161
1552545600 000030 0211
1552545600 000031 0000
1552545600 000032 0183
1552545600 000033 0092
1552545600 000034 0199
1552545600 000035 0225
1552545600 000036 0071
1552545600 000037 0208
1552545600 000038 0115
1552545600 000039 0120
1552545600 000040 0148
1552545600 000041 0088
1552545600 000042 0227
1552545600 000043 0240
1552545600 000044 0075
1552545600 000045 0205
1552545600 000046 0000
1552545600 000047 0172
1552545600 000048 0273
1552545600 000049 0279
1552545600 000050 0074
1552545600 000051 0268
1552545600 000052 0264
1552545600 000053 0160
1552545600 000054 0226
1552545600 000055 0092
1552545600 000056 0044
1552545600 000057 0241
1552545600 000058 0029
1552545600 000059 0262
1552545600 000060 0273
1552545600 000061 0046
1552545600 000062 0277
1552545600 000063 0283
1552545600 000064 0051
1552545600 000065 0020
1552545600 000066 0276
1552545600 000067 0229
1552545600 000068 0125
1552545600 000069 0233
1552545600 000070 0235
1552545600 000071 0154
1552545600 000072 0282
1552545600 000073 0007
1552545600 000074 0045
1552545600 000075 0285
1552545600 000076 0054
1552545600 000077 0089
1552545600 000078 0016
1552545600 000079 0105
1552545600 000080 0137
1552545600 000081 0155
1552545600 000082 0007
1552545600 000083 0171
1552545600 000084 0281
1552545600 000085 0212
1552545600 000086 0105
1552545600 000087 0117
1552545600 000088 0108
1552545600 000089 0197
1552545600 000090 0116
1552545600 000091 0159
1552545600 000092 0062
1552545600 000093 0223
1552545600 000094 0122
1552545600 000095 0233
1552545600 000096 0220
1552545600 000097 0133
1552545600 000098 0092
1552545600 000099 0292
1552545600 000100 0099
1552545900 000001 0119
1552545900 000002 0151
1552545900 000003 0210
1552545900 000004 0205
1552545900 000005 0271
1552545900 000006 0160
1552545900 000007 0092
1552545900 000008 0097
1552545900 000009 0194
1552545900 000010 0154
1552545900 000011 0282
1552545900 000012 0066
1552545900 000013 0200
1552545900 000014 0223
1552545900 000015 0014
1552545900 000016 0172
1552545900 000017 0175
1552545900 000018 0199
1552545900 000019 0212
1552545900 000020 0243
1552545900 000021 0133
1552545900 000022 0124
1552545900 000023 0018
1552545900 000024 0113
1552545900 000025 0086
1552545900 000026 0199
1552545900 000027 0278
1552545900 000028 0100
1552545900 000029 0297
1552545900 000030 0078
1552545900 000031 0181
1552545900 000032 0163
1552545900 000033 0125
1552545900 000034 0058
1552545900 000035 0282
1552545900 000036 0251
1552545900 000037 0002
1552545900 000038 0059
1552545900 000039 0090
1552545900 000040 0145
1552545900 000041 0027
1552545900 000042 0182
1552545900 000043 0195
1552545900 000044 0246
1552545900 000045 0256
1552545900 000046 0257
1552545900 000047 0217
1552545900 000048 0243
1552545900 000049 0006
1552545900 000050 0269
1552545900 000051 0221
1552545900 000052 0206
1552545900 000053 0097
1552545900 000054 0097
1552545900 000055 0140
1552545900 000056 0245
1552545900 000057 0089
1552545900 000058 0218
1552545900 000059 0175
1552545900 000060 0214
1552545900 000061 0162
1552545900 000062 0007
1552545900 000063 0233
1552545900 000064 0182
1552545900 000065 0138
1552545900 000066 0181
1552545900 000067 0064
1552545900 000068 0238
1552545900 000069 0009
1552545900 000070 0002
1552545900 000071 0149
1552545900 000072 0266
1552545900 000073 0270
1552545900 000074 0223
1552545900 000075 0230
1552545900 000076 0108
1552545900 000077 0017
1552545900 000078 0186
1552545900 000079 0277
1552545900 000080 0189
1552545900 000081 0027
1552545900 000082 0267
1552545900 000083 0050
1552545900 000084 0242
1552545900 000085 0225
1552545900 000086 0181
1552545900 000087 0171
1552545900 000088 0078
1552545900 000089 0033
1552545900 000090 0119
1552545900 000091 0072
1552545900 000092 0238
1552545900 000093 0165
1552545900 000094 0258
1552545900 000095 0138
1552545900 000096 0025
1552545900 000097 0085
1552545900 000098 0200
1552545900 000099 0144
1552545900 000100 0128
1552546200 000001 0192
1552546200 000002 0027
1552546200 000003 0159
1552546200 000004 0069
1552546200 000005 0033
1552546200 000006 0157
1552546200 000007 0269
1552546200 000008 0268
1552546200 000009 0196
1552546200 000010 0026
1552546200 000011 0237
1552546200 000012 0146
1552546200 000013 0166
1552546200 000014 0200
1552546200 000015 0233
1552546200 000016 0170
1552546200 000017 0209
1552546200 000018 0167
1552546200 000019 0202
1552546200 000020 0000
1552546200 000021 0181
1552546200 000022 0225
1552546200 000023 0015
1552546200 000024 0159
1552546200 000025 0298
1552546200 000026 0252
1552546200 000027 0159
1552546200 000028 0054
1552546200 000029 0127
1552546200 000030 0150
1552546200 000031 0232
1552546200 000032 0239
1552546200 000033 0130
1552546200 000034 0175
1552546200 000035 0148
1552546200 000036 0284
1552546200 000037 0269
1552546200 000038 0125
1552546200 000039 0187
1552546200 000040 0222
1552546200 000041 0229
1552546200 000042 0100
1552546200 000043 0281
1552546200 000044 0242
1552546200 000045 0189
1552546200 000046 0133
1552546200 000047 0234
1552546200 000048 0229
1552546200 000049 0156
1552546200 000050 0285
1552546200 000051 0102
1552546200 000052 0295
1552546200 000053 0171
1552546200 000054 0289
1552546200 000055 0010
1552546200 000056 0183
1552546200 000057 0137
1552546200 000058 0016
1552546200 000059 0004
1552546200 000060 0203
1552546200 000061 0232
1552546200 000062 0191
1552546200 000063 0242
1552546200 000064 0230
1552546200 000065 0229
1552546200 000066 0065
1552546200 000067 0022
1552546200 000068 0149
1552546200 000069 0266
1552546200 000070 0023
1552546200 000071 0089
1552546200 000072 0282
1552546200 000073 0267
1552546200 000074 0073
1552546200 000075 0009
1552546200 000076 0077
1552546200 000077 0062
1552546200 000078 0089
1552546200 000079 0139
1552546200 000080 0141
1552546200 000081 0264
1552546200 000082 0203
1552546200 000083 0117
1552546200 000084 0215
1552546200 000085 0141
1552546200 000086 0051
1552546200 000087 0260
1552546200 000088 0265
1552546200 000089 0245
1552546200 000090 0051
1552546200 000091 0162
1552546200 000092 0134
1552546200 000093 0068
1552546200 000094 0076
1552546200 000095 0110
1552546200 000096 0248
1552546200 000097 0243
1552546200 000098 0218
1552546200 000099 0103
1552546200 000100 0062
1552546500 000001 0048
1552546500 000002 0034
1552546500 000003 0006
1552546500 000004 0212
1552546500 000005 0252
1552546500 000006 0216
1552546500 000007 0198
1552546500 000008 0279
1552546500 000009 0191
1552546500 000010 0149
1552546500 000011 0170
1552546500 000012 0141
1552546500 000013 0147
1552546500 000014 0034
1552546500 000015 0206
1552546500 000016 0108
1552546500 000017 0000
1552546500 000018 0110
1552546500 000019 0162
1552546500 000020 0073
1552546500 000021 0240
1552546500 000022 0101
1552546500 000023 0264
1552546500 000024 0241
1552546500 000025 0175
1552546500 000026 0213
1552546500 000027 0202
1552546500 000028 0087
1552546500 000029 0181
1552546500 000030 0201
1552546500 000031 0087
1552546500 000032 0225
1552546500 000033 0007
1552546500 000034 0139
1552546500 000035 0198
1552546500 000036 0088
1552546500 000037 0142
1552546500 000038 0210
1552546500 000039 0003
1552546500 000040 0076
1552546500 000041 0146
1552546500 000042 0148
1552546500 000043 0106
1552546500 000044 0149
1552546500 000045 0042
1552546500 000046 0198
1552546500 000047 0006
1552546500 000048 0258
1552546500 000049 0228
1552546500 000050 0086
1552546500 000051 0170
1552546500 000052 0160
1552546500 000053 0124
1552546500 000054 0013
1552546500 000055 0122
1552546500 000056 0086
1552546500 000057 0260
1552546500 000058 0001
1552546500 000059 0244
1552546500 000060 0258
1552546500 000061 0207
1552546500 000062 0020
1552546500 000063 0216
1552546500 000064 0269
1552546500 000065 0042
1552546500 000066 0169
1552546500 000067 0089
1552546500 000068 0202
1552546500 000069 0150
1552546500 000070 0274
1552546500 000071 0221
1552546500 000072 0296
1552546500 000073 0139
1552546500 000074 0183
1552546500 000075 0256
1552546500 000076 0165
1552546500 000077 0069
1552546500 000078 0250
1552546500 000079 0163
1552546500 000080 0245
1552546500 000081 0105
1552546500 000082 0296
1552546500 000083 0275
1552546500 000084 0024
1552546500 000085 0018
1552546500 000086 0243
1552546500 000087 0288
1552546500 000088 0031
1552546500 000089 0168
1552546500 000090 0097
1552546500 000091 0227
1552546500 000092 0085
1552546500 000093 0232
1552546500 000094 0251
1552546500 000095 0112
1552546500 000096 0089
1552546500 000097 0218
1552546500 000098 0285
1552546500 000099 0028
1552546500 000100 0298
1552546800 000001 0044
1552546800 000002 0133
1552546800 000003 0230
1552546800 000004 0232
1552546800 000005 0152
1552546800 000006 0038
1552546800 000007 0187
1552546800 000008 0173
1552546800 000009 0039
1552546800 000010 0027
1552546800 000011 0239
1552546800 000012 0118
1552546800 000013 0083
1552546800 000014 0008
1552546800 000015 0186
1552546800 000016 0050
1552546800 000017 0033
1552546800 000018 0192
1552546800 000019 0131
1552546800 000020 0099
1552546800 000021 0015
1552546800 000022 0148
1552546800 000023 0100
1552546800 000024 0076
1552546800 000025 0230
1552546800 000026 0183
1552546800 000027 0038
1552546800 000028 0283
1552546800 000029 0271
1552546800 000030 0103
1552546800 000031 0058
1552546800 000032 0132
1552546800 000033 0076
1552546800 000034 0091
1552546800 000035 0220
1552546800 000036 0106
1552546800 000037 0232
1552546800 000038 0056
1552546800 000039 0131
1552546800 000040 0073
1552546800 000041 0046
1552546800 000042 0001
1552546800 000043 0138
1552546800 000044 0119
1552546800 000045 0217
1552546800 000046 0017
1552546800 000047 0049
1552546800 000048 0238
1552546800 000049 0167
1552546800 000050 0196
1552546800 000051 0263
1552546800 000052 0182
1552546800 000053 0285
1552546800 000054 0159
1552546800 000055 0241
1552546800 000056 0055
1552546800 000057 0151
1552546800 000058 0012
1552546800 000059 0139
1552546800 000060 0114
1552546800 000061 0277
1552546800 000062 0126
1552546800 000063 0055
1552546800 000064 0045
1552546800 000065 0149
1552546800 000066 0187
1552546800 000067 0191
1552546800 000068 0079
1552546800 000069 0166
